Источник,Адрес,Год постройки,Серия проекта,Количество этажей,Количество подъездов,Общая площадь,Общая площадь жилых помещений,Общая площадь нежилых помещений,Материал стен,Количество пассажирских лифтов,Количество грузопассажирских лифтов,Статус МКД,Количество грузовых лифтов
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
MGI,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
NG,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
MGI,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Сиреневый бульв., д.73, к.1",1969,П-29,9,4,6718,5639,1079,кирпичные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
MVK,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
ASUPR,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
EDC,"Дом по адресу Снайперская ул., д.6, к.2",1970,II-49-04/М вар Д,9,4,7487,7487,0,панельные,4,0,в эксплуатации,0
